task_id,task_family,run_id,alias,model,score_cont,score_binarized,fatal_error_from,human_minutes,human_score,human_source,task_source,generation_cost,human_cost,time_limit,started_at,completed_at,task_version,equal_task_weight,invsqrt_task_weight,compute,score_vs_human
hypothesis_testing/mystery_function_6,hypothesis_testing,mp4-server_214457,Claude 3 Opus,claude_3_opus,0.0,0,,49.354,1.0,baseline,HCAST,0.26247,118.128799,36000.0,1734662001035.0,1734662051431.0,0.1.1,0.0007352941,0.0006231789,5.563148765327616e+24,0.0
hypothesis_testing/mystery_function_6,hypothesis_testing,mp4-server_214460,Claude 3 Opus,claude_3_opus,0.0,0,,49.354,1.0,baseline,HCAST,0.16221,118.128799,36000.0,1734662145067.0,1734662185955.0,0.1.1,0.0007352941,0.0006231789,5.563148765327616e+24,0.0
hypothesis_testing/mystery_function_6,hypothesis_testing,mp4-server_218325,Claude 3 Opus,claude_3_opus,0.0,0,,49.354,1.0,baseline,HCAST,0.180585,118.128799,36000.0,1735089889571.0,1735089920406.0,0.1.1,0.0007352941,0.0006231789,5.563148765327616e+24,0.0
hypothesis_testing/mystery_function_6,hypothesis_testing,mp4-server_218329,Claude 3 Opus,claude_3_opus,0.0,0,,49.354,1.0,baseline,HCAST,0.77751,118.128799,36000.0,1735089894529.0,1735090007577.0,0.1.1,0.0007352941,0.0006231789,5.563148765327616e+24,0.0
hypothesis_testing/mystery_function_6,hypothesis_testing,mp4-server_218333,Claude 3 Opus,claude_3_opus,0.0,0,,49.354,1.0,baseline,HCAST,0.147735,118.128799,36000.0,1735089893757.0,1735089923624.0,0.1.1,0.0007352941,0.0006231789,5.563148765327616e+24,0.0
hypothesis_testing/mystery_function_8,hypothesis_testing,mp4-server_214461,Claude 3 Opus,claude_3_opus,0.0,0,,14.773,1.0,baseline,HCAST,0.109425,35.3591755,36000.0,1734662140253.0,1734662165051.0,0.1.1,0.0007352941,0.0006231789,5.563148765327616e+24,0.0
hypothesis_testing/mystery_function_8,hypothesis_testing,mp4-server_214463,Claude 3 Opus,claude_3_opus,0.0,0,,14.773,1.0,baseline,HCAST,0.204375,35.3591755,36000.0,1734662260160.0,1734662302498.0,0.1.1,0.0007352941,0.0006231789,5.563148765327616e+24,0.0
hypothesis_testing/mystery_function_8,hypothesis_testing,mp4-server_214464,Claude 3 Opus,claude_3_opus,0.0,0,,14.773,1.0,baseline,HCAST,0.44505,35.3591755,36000.0,1734662343531.0,1734662423016.0,0.1.1,0.0007352941,0.0006231789,5.563148765327616e+24,0.0
hypothesis_testing/mystery_function_8,hypothesis_testing,mp4-server_218337,Claude 3 Opus,claude_3_opus,0.0,0,,14.773,1.0,baseline,HCAST,0.227805,35.3591755,36000.0,1735089892127.0,1735089940730.0,0.1.1,0.0007352941,0.0006231789,5.563148765327616e+24,0.0
hypothesis_testing/mystery_function_8,hypothesis_testing,mp4-server_218341,Claude 3 Opus,claude_3_opus,0.0,0,,14.773,1.0,baseline,HCAST,0.473955,35.3591755,36000.0,1735090088606.0,1735090199436.0,0.1.1,0.0007352941,0.0006231789,5.563148765327616e+24,0.0
hypothesis_testing/mystery_function_8,hypothesis_testing,mp4-server_218345,Claude 3 Opus,claude_3_opus,0.0,0,,14.773,1.0,baseline,HCAST,0.257745,35.3591755,36000.0,1735090077027.0,1735090136839.0,0.1.1,0.0007352941,0.0006231789,5.563148765327616e+24,0.0
iclr_authors/notable-top-25,iclr_authors,mp4-server_230608,Claude 3 Opus,claude_3_opus,0.0,0,,1111.887,0.85,baseline,HCAST,29.875725,2661.3015345,36000.0,1736958436033.0,1736962340870.0,0.1.1,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
iclr_authors/notable-top-25,iclr_authors,mp4-server_230612,Claude 3 Opus,claude_3_opus,0.003,0,,1111.887,0.85,baseline,HCAST,3.67542,2661.3015345,36000.0,1736958433180.0,1736958796613.0,0.1.1,0.0007352941,0.0008813081,5.563148765327616e+24,0.0035294117647058825
iclr_authors/notable-top-25,iclr_authors,mp4-server_230616,Claude 3 Opus,claude_3_opus,0.0,0,,1111.887,0.85,baseline,HCAST,10.7217,2661.3015345,36000.0,1736958436030.0,1736958995708.0,0.1.1,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
iclr_authors/notable-top-25,iclr_authors,mp4-server_230620,Claude 3 Opus,claude_3_opus,0.0,0,,1111.887,0.85,baseline,HCAST,2.81622,2661.3015345,36000.0,1736958436028.0,1736958846081.0,0.1.1,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
iclr_authors/notable-top-25,iclr_authors,mp4-server_230624,Claude 3 Opus,claude_3_opus,0.0,0,,1111.887,0.85,baseline,HCAST,21.912645,2661.3015345,36000.0,1736959064884.0,1736960143781.0,0.1.1,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
iclr_authors/notable-top-25,iclr_authors,mp4-server_230628,Claude 3 Opus,claude_3_opus,0.0,0,,1111.887,0.85,baseline,HCAST,16.805145,2661.3015345,36000.0,1736959045663.0,1736959659126.0,0.1.1,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
iclr_authors/notable-top-25,iclr_authors,mp4-server_230632,Claude 3 Opus,claude_3_opus,0.0,0,,1111.887,0.85,baseline,HCAST,23.169915,2661.3015345,36000.0,1736959066724.0,1736964788566.0,0.1.1,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
iclr_authors/notable-top-25,iclr_authors,mp4-server_230636,Claude 3 Opus,claude_3_opus,0.0,0,,1111.887,0.85,baseline,HCAST,7.237275,2661.3015345,36000.0,1736959048350.0,1736960757225.0,0.1.1,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
iclr_authors/notable-top-5,iclr_authors,mp4-server_230576,Claude 3 Opus,claude_3_opus,0.0,0,,391.386,0.846,baseline,HCAST,11.04396,936.782391,36000.0,1736954543785.0,1736956337025.0,0.1.1,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
iclr_authors/notable-top-5,iclr_authors,mp4-server_230580,Claude 3 Opus,claude_3_opus,0.003,0,,391.386,0.846,baseline,HCAST,7.17846,936.782391,36000.0,1736954545357.0,1736955007987.0,0.1.1,0.0007352941,0.0008813081,5.563148765327616e+24,0.003546099290780142
iclr_authors/notable-top-5,iclr_authors,mp4-server_230584,Claude 3 Opus,claude_3_opus,0.0,0,,391.386,0.846,baseline,HCAST,3.30804,936.782391,36000.0,1736957729496.0,1736957908468.0,0.1.1,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
iclr_authors/notable-top-5,iclr_authors,mp4-server_230588,Claude 3 Opus,claude_3_opus,0.0,0,,391.386,0.846,baseline,HCAST,16.888995,936.782391,36000.0,1736957720433.0,1736958368159.0,0.1.1,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
iclr_authors/notable-top-5,iclr_authors,mp4-server_230592,Claude 3 Opus,claude_3_opus,0.0,0,,391.386,0.846,baseline,HCAST,1.82097,936.782391,36000.0,1736957754475.0,1736957865740.0,0.1.1,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
iclr_authors/notable-top-5,iclr_authors,mp4-server_230596,Claude 3 Opus,claude_3_opus,0.0,0,,391.386,0.846,baseline,HCAST,1.809555,936.782391,36000.0,1736957728809.0,1736958066993.0,0.1.1,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
iclr_authors/notable-top-5,iclr_authors,mp4-server_230600,Claude 3 Opus,claude_3_opus,0.0,0,,391.386,0.846,baseline,HCAST,1.129455,936.782391,36000.0,1736957729666.0,1736957934310.0,0.1.1,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
iclr_authors/notable-top-5,iclr_authors,mp4-server_230604,Claude 3 Opus,claude_3_opus,0.0,0,,391.386,0.846,baseline,HCAST,0.58476,936.782391,36000.0,1736958441659.0,1736958546266.0,0.1.1,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
iclr_authors/poster,iclr_authors,mp4-server_230544,Claude 3 Opus,claude_3_opus,0.0,0,,521.525,0.87,baseline,HCAST,20.603805,1248.2700875,36000.0,1736953203063.0,1736958511519.0,0.1.1,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
iclr_authors/poster,iclr_authors,mp4-server_230548,Claude 3 Opus,claude_3_opus,0.0,0,,521.525,0.87,baseline,HCAST,6.737685,1248.2700875,36000.0,1736953205661.0,1736953488069.0,0.1.1,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
iclr_authors/poster,iclr_authors,mp4-server_230552,Claude 3 Opus,claude_3_opus,0.0,0,,521.525,0.87,baseline,HCAST,3.280545,1248.2700875,36000.0,1736953193396.0,1736953505344.0,0.1.1,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
iclr_authors/poster,iclr_authors,mp4-server_230556,Claude 3 Opus,claude_3_opus,0.0,0,,521.525,0.87,baseline,HCAST,29.00847,1248.2700875,36000.0,1736953215358.0,1736954475427.0,0.1.1,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
iclr_authors/poster,iclr_authors,mp4-server_230560,Claude 3 Opus,claude_3_opus,0.249,0,,521.525,0.87,baseline,HCAST,10.844865,1248.2700875,36000.0,1736953199333.0,1736954058046.0,0.1.1,0.0007352941,0.0008813081,5.563148765327616e+24,0.28620689655172415
iclr_authors/poster,iclr_authors,mp4-server_230564,Claude 3 Opus,claude_3_opus,0.0,0,,521.525,0.87,baseline,HCAST,24.715125,1248.2700875,36000.0,1736954551500.0,1736957669262.0,0.1.1,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
iclr_authors/poster,iclr_authors,mp4-server_230568,Claude 3 Opus,claude_3_opus,0.014,0,,521.525,0.87,baseline,HCAST,9.162045,1248.2700875,36000.0,1736954539167.0,1736955718619.0,0.1.1,0.0007352941,0.0008813081,5.563148765327616e+24,0.016091954022988506
iclr_authors/poster,iclr_authors,mp4-server_230572,Claude 3 Opus,claude_3_opus,0.0,0,,521.525,0.87,baseline,HCAST,4.29078,1248.2700875,36000.0,1736954552911.0,1736954947134.0,0.1.1,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
image_labeling/bouba_kiki_gradients,image_labeling,mp4-server_231166,Claude 3 Opus,claude_3_opus,0.0,0,,480.0,1.0,estimate,HCAST,0.38949,1148.88,36000.0,1736983644549.0,1736983757277.0,1.1.2,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
image_labeling/bouba_kiki_gradients,image_labeling,mp4-server_231169,Claude 3 Opus,claude_3_opus,0.0,0,,480.0,1.0,estimate,HCAST,0.519975,1148.88,36000.0,1736983646604.0,1736983767665.0,1.1.2,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
image_labeling/bouba_kiki_gradients,image_labeling,mp4-server_231172,Claude 3 Opus,claude_3_opus,0.0,0,,480.0,1.0,estimate,HCAST,0.730695,1148.88,36000.0,1736984146889.0,1736984249072.0,1.1.2,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
image_labeling/bouba_kiki_gradients,image_labeling,mp4-server_231175,Claude 3 Opus,claude_3_opus,0.0,0,,480.0,1.0,estimate,HCAST,1.301355,1148.88,36000.0,1736984152556.0,1736984339591.0,1.1.2,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
image_labeling/bouba_kiki_gradients,image_labeling,mp4-server_231178,Claude 3 Opus,claude_3_opus,0.0,0,,480.0,1.0,estimate,HCAST,2.005215,1148.88,36000.0,1736984144208.0,1736984452566.0,1.1.2,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
image_labeling/bouba_kiki_gradients,image_labeling,mp4-server_231181,Claude 3 Opus,claude_3_opus,0.0,0,,480.0,1.0,estimate,HCAST,29.64189,1148.88,36000.0,1736984144228.0,1736985782569.0,1.1.2,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
image_labeling/bouba_kiki_gradients,image_labeling,mp4-server_231184,Claude 3 Opus,claude_3_opus,0.0,0,,480.0,1.0,estimate,HCAST,1.056555,1148.88,36000.0,1736984142889.0,1736984374191.0,1.1.2,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
image_labeling/bouba_kiki_gradients,image_labeling,mp4-server_231187,Claude 3 Opus,claude_3_opus,0.0,0,,480.0,1.0,estimate,HCAST,3.86784,1148.88,36000.0,1736984831745.0,1736985285821.0,1.1.2,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
image_labeling/layered_squares,image_labeling,mp4-server_231142,Claude 3 Opus,claude_3_opus,0.0,0,,87.306,1.0,baseline,HCAST,3.16047,208.966911,36000.0,1736982918504.0,1736983263257.0,1.1.2,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
image_labeling/layered_squares,image_labeling,mp4-server_231145,Claude 3 Opus,claude_3_opus,0.0,0,usageLimits,87.306,1.0,baseline,HCAST,32.853105,208.966911,36000.0,1736982918509.0,1736984781187.0,1.1.2,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
image_labeling/layered_squares,image_labeling,mp4-server_231148,Claude 3 Opus,claude_3_opus,0.0,0,,87.306,1.0,baseline,HCAST,2.33802,208.966911,36000.0,1736982921351.0,1736983212010.0,1.1.2,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
image_labeling/layered_squares,image_labeling,mp4-server_231151,Claude 3 Opus,claude_3_opus,0.0,0,,87.306,1.0,baseline,HCAST,6.286785,208.966911,36000.0,1736982921425.0,1736983346602.0,1.1.2,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
image_labeling/layered_squares,image_labeling,mp4-server_231154,Claude 3 Opus,claude_3_opus,0.1044776119,0,,87.306,1.0,baseline,HCAST,1.35405,208.966911,36000.0,1736982917762.0,1736983149240.0,1.1.2,0.0007352941,0.0008813081,5.563148765327616e+24,0.1044776119
image_labeling/layered_squares,image_labeling,mp4-server_231157,Claude 3 Opus,claude_3_opus,0.0,0,,87.306,1.0,baseline,HCAST,15.45054,208.966911,36000.0,1736983628793.0,1736984799205.0,1.1.2,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
image_labeling/layered_squares,image_labeling,mp4-server_231160,Claude 3 Opus,claude_3_opus,0.0,0,,87.306,1.0,baseline,HCAST,0.911655,208.966911,36000.0,1736983633140.0,1736983775910.0,1.1.2,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
image_labeling/layered_squares,image_labeling,mp4-server_231163,Claude 3 Opus,claude_3_opus,0.0,0,,87.306,1.0,baseline,HCAST,3.8217,208.966911,36000.0,1736983628795.0,1736984103823.0,1.1.2,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
image_labeling/spiral_angle,image_labeling,mp4-server_231118,Claude 3 Opus,claude_3_opus,0.1849056604,0,,146.547,1.0,baseline,HCAST,2.045835,350.7602445,36000.0,1736981703460.0,1736981925861.0,1.1.2,0.0007352941,0.0008813081,5.563148765327616e+24,0.1849056604
image_labeling/spiral_angle,image_labeling,mp4-server_231121,Claude 3 Opus,claude_3_opus,0.1849056604,0,,146.547,1.0,baseline,HCAST,4.3938,350.7602445,36000.0,1736981709864.0,1736982264105.0,1.1.2,0.0007352941,0.0008813081,5.563148765327616e+24,0.1849056604
image_labeling/spiral_angle,image_labeling,mp4-server_231124,Claude 3 Opus,claude_3_opus,0.0,0,,146.547,1.0,baseline,HCAST,3.75702,350.7602445,36000.0,1736981704723.0,1736982048765.0,1.1.2,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
image_labeling/spiral_angle,image_labeling,mp4-server_231127,Claude 3 Opus,claude_3_opus,0.0,0,,146.547,1.0,baseline,HCAST,4.81902,350.7602445,36000.0,1736982285631.0,1736982738964.0,1.1.2,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
image_labeling/spiral_angle,image_labeling,mp4-server_231130,Claude 3 Opus,claude_3_opus,0.0,0,,146.547,1.0,baseline,HCAST,3.255105,350.7602445,36000.0,1736982285561.0,1736982647601.0,1.1.2,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
image_labeling/spiral_angle,image_labeling,mp4-server_231133,Claude 3 Opus,claude_3_opus,0.1849056604,0,,146.547,1.0,baseline,HCAST,6.19767,350.7602445,36000.0,1736982285530.0,1736982878746.0,1.1.2,0.0007352941,0.0008813081,5.563148765327616e+24,0.1849056604
image_labeling/spiral_angle,image_labeling,mp4-server_231136,Claude 3 Opus,claude_3_opus,0.0,0,,146.547,1.0,baseline,HCAST,10.180815,350.7602445,36000.0,1736982284536.0,1736983587691.0,1.1.2,0.0007352941,0.0008813081,5.563148765327616e+24,0.0
image_labeling/spiral_angle,image_labeling,mp4-server_231139,Claude 3 Opus,claude_3_opus,0.1849056604,0,,146.547,1.0,baseline,HCAST,4.02231,350.7602445,36000.0,1736982292642.0,1736982745054.0,1.1.2,0.0007352941,0.0008813081,5.563148765327616e+24,0.1849056604
local_research/atari_epochs,local_research,mp4-server_214481,Claude 3 Opus,claude_3_opus,0.0,0,,6.393,1.0,baseline,HCAST,0.1077,15.3016455,36000.0,1734662859777.0,1734662890595.0,0.1.0,0.0007352941,0.0010793775,5.563148765327616e+24,0.0
local_research/atari_epochs,local_research,mp4-server_214482,Claude 3 Opus,claude_3_opus,0.0,0,,6.393,1.0,baseline,HCAST,0.281115,15.3016455,36000.0,1734662824805.0,1734662915429.0,0.1.0,0.0007352941,0.0010793775,5.563148765327616e+24,0.0
local_research/atari_epochs,local_research,mp4-server_214483,Claude 3 Opus,claude_3_opus,0.0,0,,6.393,1.0,baseline,HCAST,0.20706,15.3016455,36000.0,1734662866024.0,1734662895011.0,0.1.0,0.0007352941,0.0010793775,5.563148765327616e+24,0.0
local_research/atari_epochs,local_research,mp4-server_214484,Claude 3 Opus,claude_3_opus,0.0,0,,6.393,1.0,baseline,HCAST,0.07596,15.3016455,36000.0,1734662865400.0,1734662890655.0,0.1.0,0.0007352941,0.0010793775,5.563148765327616e+24,0.0
local_research/atari_epochs,local_research,mp4-server_214485,Claude 3 Opus,claude_3_opus,0.0,0,,6.393,1.0,baseline,HCAST,0.344655,15.3016455,36000.0,1734662864011.0,1734662942671.0,0.1.0,0.0007352941,0.0010793775,5.563148765327616e+24,0.0
local_research/atari_epochs,local_research,mp4-server_218385,Claude 3 Opus,claude_3_opus,0.0,0,,6.393,1.0,baseline,HCAST,0.088695,15.3016455,36000.0,1735090355987.0,1735090384510.0,0.1.0,0.0007352941,0.0010793775,5.563148765327616e+24,0.0
local_research/atari_epochs,local_research,mp4-server_218389,Claude 3 Opus,claude_3_opus,0.0,0,,6.393,1.0,baseline,HCAST,0.257805,15.3016455,36000.0,1735090354834.0,1735090417280.0,0.1.0,0.0007352941,0.0010793775,5.563148765327616e+24,0.0
local_research/atari_epochs,local_research,mp4-server_218393,Claude 3 Opus,claude_3_opus,0.0,0,,6.393,1.0,baseline,HCAST,0.205245,15.3016455,36000.0,1735090354462.0,1735090387825.0,0.1.0,0.0007352941,0.0010793775,5.563148765327616e+24,0.0
local_research/which_does_worse,local_research,mp4-server_214486,Claude 3 Opus,claude_3_opus,0.0,0,,20.227,1.0,baseline,HCAST,0.61791,48.4133245,36000.0,1734662870444.0,1734662940119.0,0.1.0,0.0007352941,0.0010793775,5.563148765327616e+24,0.0
local_research/which_does_worse,local_research,mp4-server_214487,Claude 3 Opus,claude_3_opus,0.0,0,,20.227,1.0,baseline,HCAST,0.21993,48.4133245,36000.0,1734662874690.0,1734662942862.0,0.1.0,0.0007352941,0.0010793775,5.563148765327616e+24,0.0
local_research/which_does_worse,local_research,mp4-server_214488,Claude 3 Opus,claude_3_opus,0.0,0,,20.227,1.0,baseline,HCAST,0.51276,48.4133245,36000.0,1734662965144.0,1734663098803.0,0.1.0,0.0007352941,0.0010793775,5.563148765327616e+24,0.0
local_research/which_does_worse,local_research,mp4-server_214489,Claude 3 Opus,claude_3_opus,0.0,0,,20.227,1.0,baseline,HCAST,0.58611,48.4133245,36000.0,1734662953438.0,1734663015021.0,0.1.0,0.0007352941,0.0010793775,5.563148765327616e+24,0.0
local_research/which_does_worse,local_research,mp4-server_214490,Claude 3 Opus,claude_3_opus,0.0,0,,20.227,1.0,baseline,HCAST,0.21,48.4133245,36000.0,1734662952732.0,1734662982505.0,0.1.0,0.0007352941,0.0010793775,5.563148765327616e+24,0.0
local_research/which_does_worse,local_research,mp4-server_218397,Claude 3 Opus,claude_3_opus,0.0,0,,20.227,1.0,baseline,HCAST,0.15465,48.4133245,36000.0,1735090354504.0,1735090404436.0,0.1.0,0.0007352941,0.0010793775,5.563148765327616e+24,0.0
local_research/which_does_worse,local_research,mp4-server_218401,Claude 3 Opus,claude_3_opus,0.0,0,,20.227,1.0,baseline,HCAST,0.6132,48.4133245,36000.0,1735090465949.0,1735090530603.0,0.1.0,0.0007352941,0.0010793775,5.563148765327616e+24,0.0
local_research/which_does_worse,local_research,mp4-server_218405,Claude 3 Opus,claude_3_opus,0.0,0,,20.227,1.0,baseline,HCAST,0.134085,48.4133245,36000.0,1735090465739.0,1735090508126.0,0.1.0,0.0007352941,0.0010793775,5.563148765327616e+24,0.0
local_research_tex/33b_better_than_65b,local_research_tex,mp4-server_214666,Claude 3 Opus,claude_3_opus,0.0,0,,24.28,1.0,baseline,HCAST,0.134295,58.11418,36000.0,1734675289830.0,1734675760545.0,,0.0003676471,0.000440654,5.563148765327616e+24,0.0
local_research_tex/33b_better_than_65b,local_research_tex,mp4-server_214667,Claude 3 Opus,claude_3_opus,0.0,0,,24.28,1.0,baseline,HCAST,0.042555,58.11418,36000.0,1734675290837.0,1734675308477.0,,0.0003676471,0.000440654,5.563148765327616e+24,0.0
local_research_tex/33b_better_than_65b,local_research_tex,mp4-server_214668,Claude 3 Opus,claude_3_opus,0.0,0,,24.28,1.0,baseline,HCAST,0.12723,58.11418,36000.0,1734675377967.0,1734675414898.0,,0.0003676471,0.000440654,5.563148765327616e+24,0.0
local_research_tex/33b_better_than_65b,local_research_tex,mp4-server_214669,Claude 3 Opus,claude_3_opus,0.0,0,,24.28,1.0,baseline,HCAST,0.103905,58.11418,36000.0,1734675519531.0,1734675549821.0,,0.0003676471,0.000440654,5.563148765327616e+24,0.0
local_research_tex/33b_better_than_65b,local_research_tex,mp4-server_214670,Claude 3 Opus,claude_3_opus,0.0,0,,24.28,1.0,baseline,HCAST,0.332925,58.11418,36000.0,1734675519518.0,1734676199204.0,,0.0003676471,0.000440654,5.563148765327616e+24,0.0
local_research_tex/33b_better_than_65b,local_research_tex,mp4-server_218930,Claude 3 Opus,claude_3_opus,0.0,0,,24.28,1.0,baseline,HCAST,0.25494,58.11418,36000.0,1735097945469.0,1735098493636.0,,0.0003676471,0.000440654,5.563148765327616e+24,0.0
local_research_tex/33b_better_than_65b,local_research_tex,mp4-server_218935,Claude 3 Opus,claude_3_opus,0.0,0,,24.28,1.0,baseline,HCAST,0.192495,58.11418,36000.0,1735097939073.0,1735097985961.0,,0.0003676471,0.000440654,5.563148765327616e+24,0.0
local_research_tex/33b_better_than_65b,local_research_tex,mp4-server_218940,Claude 3 Opus,claude_3_opus,0.0,0,,24.28,1.0,baseline,HCAST,0.42807,58.11418,36000.0,1735097945918.0,1735098177902.0,,0.0003676471,0.000440654,5.563148765327616e+24,0.0
local_research_tex/33b_better_than_65b,local_research_tex,mp4-server_230160,Claude 3 Opus,claude_3_opus,0.0,0,,24.28,1.0,baseline,HCAST,0.295935,58.11418,36000.0,1736939496146.0,1736939557899.0,1.1.4,0.0003676471,0.000440654,5.563148765327616e+24,0.0
local_research_tex/33b_better_than_65b,local_research_tex,mp4-server_230164,Claude 3 Opus,claude_3_opus,0.0,0,,24.28,1.0,baseline,HCAST,0.21162,58.11418,36000.0,1736940226218.0,1736941238911.0,1.1.4,0.0003676471,0.000440654,5.563148765327616e+24,0.0
local_research_tex/33b_better_than_65b,local_research_tex,mp4-server_230168,Claude 3 Opus,claude_3_opus,0.0,0,,24.28,1.0,baseline,HCAST,0.23052,58.11418,36000.0,1736940056851.0,1736940108811.0,1.1.4,0.0003676471,0.000440654,5.563148765327616e+24,0.0
local_research_tex/33b_better_than_65b,local_research_tex,mp4-server_230172,Claude 3 Opus,claude_3_opus,0.0,0,,24.28,1.0,baseline,HCAST,0.32223,58.11418,36000.0,1736940224634.0,1736940282854.0,1.1.4,0.0003676471,0.000440654,5.563148765327616e+24,0.0
local_research_tex/33b_better_than_65b,local_research_tex,mp4-server_230176,Claude 3 Opus,claude_3_opus,0.0,0,,24.28,1.0,baseline,HCAST,0.208335,58.11418,36000.0,1736940255870.0,1736940302945.0,1.1.4,0.0003676471,0.000440654,5.563148765327616e+24,0.0
local_research_tex/33b_better_than_65b,local_research_tex,mp4-server_230180,Claude 3 Opus,claude_3_opus,0.0,0,,24.28,1.0,baseline,HCAST,0.295095,58.11418,36000.0,1736940216119.0,1736940272683.0,1.1.4,0.0003676471,0.000440654,5.563148765327616e+24,0.0
local_research_tex/33b_better_than_65b,local_research_tex,mp4-server_230184,Claude 3 Opus,claude_3_opus,0.0,0,,24.28,1.0,baseline,HCAST,0.19701,58.11418,36000.0,1736940977744.0,1736941298480.0,1.1.4,0.0003676471,0.000440654,5.563148765327616e+24,0.0
local_research_tex/33b_better_than_65b,local_research_tex,mp4-server_230188,Claude 3 Opus,claude_3_opus,0.0,0,,24.28,1.0,baseline,HCAST,0.23367,58.11418,36000.0,1736941158849.0,1736941214892.0,1.1.4,0.0003676471,0.000440654,5.563148765327616e+24,0.0
local_research_tex/ar_report,local_research_tex,mp4-server_214671,Claude 3 Opus,claude_3_opus,0.0,0,,23.678,1.0,baseline,HCAST,1.181655,56.673293,36000.0,1734675379716.0,1734675444855.0,,0.0003676471,0.000440654,5.563148765327616e+24,0.0
local_research_tex/ar_report,local_research_tex,mp4-server_214672,Claude 3 Opus,claude_3_opus,0.0,0,,23.678,1.0,baseline,HCAST,1.31373,56.673293,36000.0,1734675519529.0,1734675639960.0,,0.0003676471,0.000440654,5.563148765327616e+24,0.0
local_research_tex/ar_report,local_research_tex,mp4-server_214673,Claude 3 Opus,claude_3_opus,0.0,0,,23.678,1.0,baseline,HCAST,0.242265,56.673293,36000.0,1734675615753.0,1734675682007.0,,0.0003676471,0.000440654,5.563148765327616e+24,0.0
local_research_tex/ar_report,local_research_tex,mp4-server_214674,Claude 3 Opus,claude_3_opus,0.0,0,,23.678,1.0,baseline,HCAST,0.31314,56.673293,36000.0,1734675616326.0,1734675665825.0,,0.0003676471,0.000440654,5.563148765327616e+24,0.0
local_research_tex/ar_report,local_research_tex,mp4-server_214675,Claude 3 Opus,claude_3_opus,0.0,0,,23.678,1.0,baseline,HCAST,0.92403,56.673293,36000.0,1734675615755.0,1734675704681.0,,0.0003676471,0.000440654,5.563148765327616e+24,0.0
local_research_tex/ar_report,local_research_tex,mp4-server_218945,Claude 3 Opus,claude_3_opus,0.0,0,,23.678,1.0,baseline,HCAST,0.78864,56.673293,36000.0,1735098140464.0,1735098234724.0,,0.0003676471,0.000440654,5.563148765327616e+24,0.0
local_research_tex/ar_report,local_research_tex,mp4-server_218950,Claude 3 Opus,claude_3_opus,0.0,0,,23.678,1.0,baseline,HCAST,0.054105,56.673293,36000.0,1735098142406.0,1735098158100.0,,0.0003676471,0.000440654,5.563148765327616e+24,0.0
local_research_tex/ar_report,local_research_tex,mp4-server_218955,Claude 3 Opus,claude_3_opus,0.0,0,,23.678,1.0,baseline,HCAST,0.323925,56.673293,36000.0,1735098140614.0,1735098212030.0,,0.0003676471,0.000440654,5.563148765327616e+24,0.0
local_research_tex/ar_report,local_research_tex,mp4-server_230192,Claude 3 Opus,claude_3_opus,0.0,0,,23.678,1.0,baseline,HCAST,0.437385,56.673293,36000.0,1736940974672.0,1736941027151.0,1.1.4,0.0003676471,0.000440654,5.563148765327616e+24,0.0
